x,y,marks.cause,marks.burnt.area,marks.date
0.37797283,-0.575625,lightning,0.01,09/03/2004
0.49052504,-0.63180005,lightning,0.01,09/03/2004
0.36289006,0.5163651,lightning,0,09/03/2004
0.505434915,0.2393499,lightning,0.03,09/03/2004
-0.708635615,0.17437495,intentional,1,09/03/2004
0.129110065,-0.07171495,accident,7,10/03/2004
0.224774835,0.32437495,intentional,36.3,10/03/2004
0.23193496,0.2672251,accident,1.6,10/03/2004
0.17977158,0.47437495,accident,0.01,10/03/2004
0.17577408,0.62437495,accident,10,10/03/2004
0.127173275,0.47437495,accident,2,10/03/2004
-0.52002857,-0.0756251,intentional,0.1,10/03/2004
-0.166830455,0.17437495,accident,1,10/03/2004
-0.513832645,0.274375,accident,0.01,10/03/2004
-0.37162758,0.2243751,accident,3,10/03/2004
-0.719029115,0.2243751,accident,0.5,10/03/2004
0.075974095,0.67437485,intentional,0.03,15/03/2004
-0.013232915,0.52437505,intentional,0.35,16/03/2004
-0.17102783,0.17437495,intentional,5,17/03/2004
0.440164935,0.2243751,accident,0.2,18/03/2004
0.438325085,-0.7126651,accident,0.2,20/03/2004
0.17937183,0.47437495,accident,0.02,20/03/2004
0.320320085,-0.7535699,accident,0.25,21/03/2004
0.02697334,0.724375,intentional,0.1,21/03/2004
0.02817259,-0.02562495,other,8,21/03/2004
0.025973965,-0.425625,accident,0.06,22/03/2004
-0.522227195,-0.67562505,accident,0.08,22/03/2004
0.607004995,0.2755301,accident,0.03,22/03/2004
0.44036481,0.2243751,accident,0.13,22/03/2004
-0.01303304,0.52437505,intentional,1,22/03/2004
0.07657372,0.724375,intentional,1,22/03/2004
0.430571135,0.67437485,intentional,0.01,22/03/2004
0.295884965,-0.71576495,accident,0.58,23/03/2004
0.37757308,-0.575625,accident,0.5,23/03/2004
0.419875025,0.04837495,accident,0.1,23/03/2004
-0.668629435,0.274375,accident,5,23/03/2004
0.324974575,0.67437485,intentional,1,26/03/2004
0.68449993,-0.223555,accident,0.07,01/04/2004
0.659510155,-0.11024005,accident,3.7,01/04/2004
0.226373835,0.17437495,accident,0,01/04/2004
-0.51683057,0.274375,accident,6,06/04/2004
-0.271227765,-0.52562505,intentional,4.1,07/04/2004
-0.525025445,-0.2256251,accident,3.1,07/04/2004
-0.001830045,0.368755,accident,2.5,07/04/2004
-0.36763008,0.12437505,intentional,2,07/04/2004
-0.572626875,-0.02562495,other,0.02,07/04/2004
0.674239945,-0.17015995,accident,0.02,08/04/2004
0.63276948,-0.62562495,accident,0.01,08/04/2004
0.70031504,0.12123,accident,0.01,08/04/2004
0.651264915,0.0110249,accident,0.5,08/04/2004
0.52517457,-0.17562495,accident,0.42,08/04/2004
0.06140001,0.18689495,accident,7.11,08/04/2004
0.32517445,0.3743751,lightning,0,08/04/2004
0.422269925,0.510705,lightning,0.02,08/04/2004
-0.1226269,0.62437495,intentional,10.5,08/04/2004
0.077573095,0.3743751,accident,0.08,08/04/2004
0.07777297,0.3743751,accident,0.33,08/04/2004
-0.66683056,0.2243751,accident,2,08/04/2004
-0.522626945,0.17437495,accident,0.1,08/04/2004
-0.01822959,-0.12562505,intentional,32.5,09/04/2004
0.478759995,0.359495,lightning,0.02,09/04/2004
0.02657359,0.17437495,accident,1,09/04/2004
-0.321427575,0.17437495,accident,4,09/04/2004
-0.317030325,-0.02562495,intentional,1.5,09/04/2004
-0.26763002,0.17437495,accident,1,09/04/2004
-0.52402607,-0.425625,accident,2.1,10/04/2004
-0.17102783,-0.62562495,accident,0.05,10/04/2004
-0.00783629,0.52437505,other,0.1,10/04/2004
0.07817272,0.3743751,accident,1.3,10/04/2004
0.077972845,0.424375,accident,2,10/04/2004
0.07817272,0.424375,accident,0.75,10/04/2004
-0.70723649,0.17437495,intentional,6.01,10/04/2004
-0.56083425,0.2243751,accident,2,10/04/2004
-0.37322658,0.0743751,other,56,10/04/2004
0.609235,-0.27752005,accident,3.6,13/04/2004
-0.012833165,0.52437505,intentional,0.5,13/04/2004
-0.023226465,0.874375,intentional,0.7,13/04/2004
0.696689905,-0.528635,accident,2,14/04/2004
-0.274825515,0.0743751,intentional,6.5,14/04/2004
0.128772275,0.62437495,accident,0.5,15/04/2004
-0.67162756,0.02437495,intentional,1.25,19/04/2004
-0.573026625,-0.02562495,intentional,0.9,20/04/2004
-0.62402593,-0.3756251,other,0.12,23/04/2004
0.57637375,0.32437495,accident,0.01,23/04/2004
0.45131496,-0.06050495,intentional,0.1,24/04/2004
0.67477461,-0.02562495,accident,3.6,25/04/2004
0.027173215,0.724375,accident,5,25/04/2004
0.73263003,0.2215101,accident,0.1,27/04/2004
-0.57282675,-0.02562495,accident,0.03,30/04/2004
0.78020008,-0.22152005,accident,0.3,02/05/2004
0.476973315,-0.62562495,accident,0.12,03/05/2004
0.294720095,-0.712515,other,0.01,06/05/2004
0.078372595,0.274375,accident,0.35,06/05/2004
-0.119229025,0.67437485,intentional,0.3,06/05/2004
0.17697333,0.52437505,accident,0.1,06/05/2004
-0.01263329,0.52437505,other,0.01,06/05/2004
-0.012433415,0.52437505,other,0.05,06/05/2004
0.22697346,0.574375,accident,0.2,06/05/2004
-0.62442568,0.274375,accident,0.25,06/05/2004
-0.318229575,0.274375,intentional,1,06/05/2004
0.547569965,-0.23416495,accident,0.09,07/05/2004
0.46193492,-0.642165,lightning,0.01,07/05/2004
-0.32322645,-0.3756251,accident,20,07/05/2004
-0.52482557,-0.2256251,accident,5.6,07/05/2004
0.227173335,0.62437495,accident,0.2,07/05/2004
-0.317829825,0.274375,accident,0.2,07/05/2004
-0.52362632,0.2243751,other,0.03,07/05/2004
-0.92462554,0.2243751,other,2,07/05/2004
-0.3188292,-0.02562495,accident,3,07/05/2004
0.026373715,0.47437495,other,2,08/05/2004
0.441364185,0.2243751,lightning,0.15,08/05/2004
0.234544925,-0.15486495,accident,1.2,08/05/2004
-0.774625545,0.2243751,other,4,08/05/2004
-0.666630685,0.2243751,accident,1.2,08/05/2004
-0.123626275,-0.17562495,other,5.5,09/05/2004
0.22537446,0.47437495,lightning,0.01,09/05/2004
-0.70843574,0.17437495,intentional,0.5,09/05/2004
-0.37322658,0.17437495,accident,3,09/05/2004
-0.874425735,0.0743751,intentional,1,09/05/2004
0.336390035,-0.71849505,accident,0.01,10/05/2004
0.12657365,-0.3756251,intentional,0.07,10/05/2004
-0.27082802,-0.52562505,intentional,8.9,10/05/2004
0.37477483,-0.0756251,accident,17.6,10/05/2004
0.017049945,0.567045,intentional,20.5,10/05/2004
0.02158491,0.55828505,intentional,8,10/05/2004
-0.824225925,0.0743751,accident,10,10/05/2004
-0.36523178,0.12437505,intentional,0.4,10/05/2004
-0.07102797,0.12437505,accident,1,10/05/2004
-0.67162756,0.12437505,accident,1,10/05/2004
-0.519828695,-0.0756251,accident,2,10/05/2004
0.12497465,-0.575625,accident,1.53,17/05/2004
0.641795035,0.12495005,accident,0.1,19/05/2004
0.20566499,-0.6054899,other,0.05,23/05/2004
-0.068029845,0.52437505,intentional,0.08,30/05/2004
-0.02382609,0.574375,accident,0.01,31/05/2004
0.597935065,0.1869601,accident,1,01/06/2004
0.58889492,0.14392,intentional,0.52,01/06/2004
0.074774845,-0.52562505,intentional,0.5,03/06/2004
0.576173875,0.32437495,accident,1.5,04/06/2004
0.07537447,0.47437495,accident,0.01,04/06/2004
0.443709915,-0.102355,intentional,0.1,06/06/2004
0.425374385,0.0743751,accident,0,06/06/2004
0.428572385,0.32437495,accident,0.02,06/06/2004
0.07617397,0.67437485,accident,0.01,06/06/2004
0.179571705,0.47437495,intentional,0.08,06/06/2004
0.076773595,0.724375,accident,0.02,06/06/2004
0.174774705,0.67437485,accident,0.05,06/06/2004
0.02617384,0.62437495,intentional,0.01,06/06/2004
0.330069785,-0.59201995,lightning,0.01,07/06/2004
0.162574935,-0.58382505,lightning,0.7,07/06/2004
-0.77490537,-0.47562495,lightning,0.01,07/06/2004
-0.12462565,-0.3756251,accident,1,07/06/2004
-0.21942896,-0.2256251,accident,0.6,07/06/2004
0.47437494,0.2243751,lightning,0,07/06/2004
0.335639905,0.45901995,lightning,0,07/06/2004
0.43943499,0.4065,lightning,0,07/06/2004
0.398254945,0.43752,lightning,0,07/06/2004
0.41231495,0.4443749,lightning,0,07/06/2004
0.24941003,0.78764005,lightning,0.02,07/06/2004
0.248125035,0.60487495,lightning,0.01,07/06/2004
-0.373426455,0.0743751,lightning,15,07/06/2004
-0.82540519,0.02437495,accident,1.5,07/06/2004
-0.52282682,0.17437495,intentional,0.5,07/06/2004
-0.71083424,0.17437495,accident,5,07/06/2004
0.02537434,-0.575625,accident,8.5,08/06/2004
0.318400085,0.001295,intentional,1.6,08/06/2004
0.32517445,0.02437495,intentional,0.04,08/06/2004
-0.00155502,0.19405005,accident,1.12,08/06/2004
0.626973305,0.274375,accident,0,08/06/2004
0.126215075,-0.0839299,accident,4,08/06/2004
0.32585502,0.0007999,intentional,0.03,08/06/2004
-0.144535,0.6461751,intentional,2.8,08/06/2004
-0.113632525,0.17437495,accident,0.25,08/06/2004
-0.018029715,-0.12562505,intentional,32.5,09/06/2004
0.251109965,0.34595505,accident,21.9,09/06/2004
-0.27222714,0.02437495,intentional,2.5,09/06/2004
-0.321427575,0.2243751,accident,1.5,09/06/2004
0.02577409,0.02437495,accident,0.5,09/06/2004
-0.572227125,-0.02562495,intentional,0.25,09/06/2004
-0.123226525,-0.17562495,intentional,2,10/06/2004
-0.27442577,-0.47562495,other,20,10/06/2004
-0.21822971,-0.2256251,intentional,9.7,10/06/2004
0.28612507,0.070065,accident,45.01,10/06/2004
0.17897208,-0.12562505,accident,0.05,10/06/2004
-0.82500544,0.2243751,accident,36.5,10/06/2004
-0.070828095,0.12437505,intentional,4,10/06/2004
-0.1226269,-0.12562505,accident,2,10/06/2004
0.029171965,-0.02562495,accident,0.5,10/06/2004
-0.66723031,0.274375,intentional,5.7,10/06/2004
-0.671427685,0.12437505,accident,0.06,10/06/2004
-0.670628185,0.02437495,accident,4,10/06/2004
0.12897215,0.62437495,accident,1.5,13/06/2004
-0.07376006,0.160525,accident,1.3,13/06/2004
0.028372465,-0.02562495,intentional,1.5,13/06/2004
0.877765065,-0.48709495,lightning,0.02,14/06/2004
-0.021627465,-0.12562505,intentional,1.7,14/06/2004
-0.12462565,-0.17562495,intentional,0.04,14/06/2004
0.580135,0.094675,lightning,0.15,14/06/2004
-0.01223354,0.52437505,accident,0.2,14/06/2004
-0.12142765,-0.47562495,intentional,0.5,15/06/2004
-0.121227775,-0.47562495,intentional,0.15,15/06/2004
-0.42442576,-0.575625,accident,0.06,15/06/2004
-0.26862939,0.17437495,accident,1,15/06/2004
-0.268429515,0.17437495,accident,1.5,15/06/2004
0.476745055,-0.61341995,accident,0.15,16/06/2004
0.324974575,-0.0756251,intentional,0.05,16/06/2004
0.432170135,0.52437505,lightning,0.06,16/06/2004
-0.51643082,0.274375,accident,0.4,16/06/2004
-0.367829955,0.12437505,accident,0.3,16/06/2004
-0.720628115,0.274375,intentional,0.01,16/06/2004
-0.1210279,-0.47562495,accident,0.15,17/06/2004
-0.72402599,-0.47562495,intentional,0.01,17/06/2004
0.374974705,-0.02562495,accident,0.1,17/06/2004
0.027572965,0.3743751,accident,0.04,17/06/2004
-0.17422583,-0.12562505,accident,0.02,17/06/2004
-0.473426315,0.2243751,intentional,5,17/06/2004
-0.124425775,-0.17562495,accident,26,18/06/2004
0.175174455,0.02437495,intentional,0.2,18/06/2004
0.268749935,-0.1363851,accident,8.01,18/06/2004
-0.012033665,0.52437505,intentional,0.25,18/06/2004
0.085759975,0.50269505,accident,0.3,18/06/2004
-0.27442577,0.12437505,accident,0.06,18/06/2004
-0.516231145,0.274375,other,0.04,18/06/2004
-0.37362633,0.0743751,accident,0.5,18/06/2004
-0.82518533,0.2243751,lightning,0.5,18/06/2004
0.714729825,0.01894495,lightning,0.01,19/06/2004
0.1253744,-0.575625,intentional,0.02,19/06/2004
0.125574275,-0.575625,other,0.05,19/06/2004
0.75968491,0.036795,lightning,0.02,19/06/2004
0.32677345,0.574375,lightning,0.01,19/06/2004
0.37832501,0.5342651,lightning,0.01,19/06/2004
0.29362498,0.61937505,lightning,0.01,19/06/2004
-0.01183379,0.52437505,intentional,0.03,19/06/2004
0.28329504,0.617885,lightning,0.01,19/06/2004
-0.3220272,0.2243751,accident,2,19/06/2004
-0.347009975,0.16659005,accident,0.5,19/06/2004
0.241919915,-0.50278495,accident,4.69,20/06/2004
-0.40923546,-0.52562505,intentional,0.15,20/06/2004
0.160914975,0.18461995,intentional,0.3,20/06/2004
0.07537447,0.574375,intentional,0.05,20/06/2004
-0.011633915,0.52437505,accident,0.04,20/06/2004
-0.6717275,0.02437495,accident,0.02,20/06/2004
0.64028498,0.188055,accident,0,21/06/2004
0.23057121,0.7743749,accident,0.01,21/06/2004
-0.52322657,0.12437505,accident,0.07,21/06/2004
-0.667430185,0.2243751,other,1,21/06/2004
-0.523026695,0.17437495,accident,2.25,21/06/2004
-0.115231525,0.17437495,accident,15,21/06/2004
-0.474625565,0.02437495,other,0.05,21/06/2004
-0.02142759,-0.12562505,other,0.18,22/06/2004
-0.521827445,-0.67562505,intentional,1,22/06/2004
-0.409035585,-0.52562505,intentional,0.03,22/06/2004
-0.40883571,-0.52562505,intentional,0.03,22/06/2004
0.516579945,-0.16748505,accident,0.25,22/06/2004
0.078772345,0.274375,accident,0.15,22/06/2004
-0.01143404,0.52437505,other,3,22/06/2004
0.01821502,0.45657505,accident,0.05,22/06/2004
-0.62402593,0.0743751,accident,0.1,22/06/2004
-0.62402593,0.12437505,accident,1,22/06/2004
-0.114831775,0.17437495,other,1,22/06/2004
0.07457497,-0.0756251,accident,0.15,22/06/2004
0.324974575,0.02437495,accident,3.05,23/06/2004
0.02577409,0.67437485,intentional,0.3,23/06/2004
0.011165025,0.62070005,accident,0.1,23/06/2004
-0.473826065,0.32437495,other,0.5,23/06/2004
-0.424225885,-0.425625,accident,4,24/06/2004
0.43077101,0.67437485,accident,0.01,24/06/2004
-0.423826135,0.2243751,intentional,1,24/06/2004
-0.71123399,0.17437495,accident,0.2,24/06/2004
-0.47322644,0.2243751,intentional,1,24/06/2004
-0.574225875,0.12437505,accident,1.5,24/06/2004
-0.523026695,0.12437505,accident,0.05,24/06/2004
0.07697347,0.3743751,accident,0.1,25/06/2004
-0.07302672,-0.0756251,accident,1,25/06/2004
0.62424501,-0.2787001,accident,0.25,26/06/2004
-0.46683044,-0.32562495,intentional,0.3,26/06/2004
-0.021227715,-0.12562505,intentional,1.5,26/06/2004
0.43646505,0.35277,accident,0.01,26/06/2004
0.44076456,0.2243751,accident,0,26/06/2004
0.63077093,0.02437495,intentional,0.05,26/06/2004
-0.8244258,0.0743751,accident,2,26/06/2004
-0.56403225,0.2243751,accident,0.35,26/06/2004
-0.673026685,0.12437505,accident,18,26/06/2004
-0.408635835,-0.52562505,intentional,0.5,27/06/2004
-0.40843596,-0.52562505,intentional,0.5,27/06/2004
-0.12462565,-0.575625,intentional,4,27/06/2004
-0.323426325,-0.3756251,lightning,17.5,27/06/2004
-0.027785015,0.54821995,accident,2.03,27/06/2004
-0.773826045,0.17437495,accident,11,27/06/2004
-0.71962874,0.2243751,other,0.3,27/06/2004
-0.563832375,0.2243751,accident,0.01,27/06/2004
0.39869007,-0.26963495,accident,3.6,28/06/2004
0.18499991,-0.572455,lightning,1.5,28/06/2004
0.358040095,0.3270351,accident,0.6,28/06/2004
0.326973325,0.574375,lightning,0.01,28/06/2004
0.03326001,0.521005,accident,0.9,28/06/2004
0.48501009,0.67054005,lightning,0.01,28/06/2004
0.040800095,0.68693,accident,0.01,28/06/2004
-0.123626275,0.82437505,accident,0.01,28/06/2004
-0.26822964,0.17437495,accident,0.75,28/06/2004
-0.87502536,0.0743751,accident,2.6,28/06/2004
-0.173626205,0.02437495,intentional,0.45,28/06/2004
-0.22102796,-0.12562505,accident,40,28/06/2004
-0.72042824,0.274375,intentional,0.02,28/06/2004
0.53319995,-0.59507005,accident,1.5,29/06/2004
0.45442002,-0.61791995,lightning,0.01,29/06/2004
0.45430509,-0.60482495,lightning,0.01,29/06/2004
0.448459945,-0.60304505,lightning,0.01,29/06/2004
0.365125065,-0.6426149,lightning,0.01,29/06/2004
0.410850065,-0.65120995,lightning,0.01,29/06/2004
0.6413751,-0.730125,lightning,78,29/06/2004
-0.408236085,-0.52562505,intentional,8,29/06/2004
-0.27142764,-0.52562505,lightning,3,29/06/2004
-0.466630565,-0.32562495,other,0.03,29/06/2004
0.32333,0.20117,accident,13.11,29/06/2004
0.062270065,0.48765005,accident,5,29/06/2004
0.130771025,0.3743751,accident,0.2,29/06/2004
-0.719428865,0.2243751,accident,3,29/06/2004
-0.771827295,0.12437505,other,0.25,29/06/2004
-0.723026615,0.02437495,accident,1.5,29/06/2004
-0.5636325,0.2243751,intentional,22,29/06/2004
-0.37442583,0.17437495,accident,3.5,29/06/2004
0.376973455,-0.82562505,lightning,0.01,30/06/2004
0.832524955,-0.41115505,lightning,0.5,30/06/2004
0.55736004,-0.55015995,lightning,0.05,30/06/2004
-0.40803621,-0.52562505,other,0.05,30/06/2004
-0.407836335,-0.52562505,intentional,0.1,30/06/2004
-0.40763646,-0.52562505,intentional,2,30/06/2004
-0.02102784,-0.12562505,accident,4.5,30/06/2004
0.43237001,0.52437505,accident,0.08,30/06/2004
0.176773455,-0.0756251,accident,209.5,30/06/2004
0.72757299,0.02437495,accident,0.3,30/06/2004
0.01299508,0.69264505,accident,2.6,30/06/2004
0.07577422,0.62437495,other,0.02,30/06/2004
-0.72282674,0.02437495,accident,8,30/06/2004
-0.66723031,0.2243751,accident,0.06,30/06/2004
-0.375025455,-0.0756251,accident,2,30/06/2004
-0.174025955,-0.12562505,accident,0.04,30/06/2004
-0.074825595,0.02437495,accident,0.5,30/06/2004
-0.22382621,0.12437505,accident,14,30/06/2004
-0.17382608,-0.12562505,accident,0.06,30/06/2004
0.63197018,-0.62562495,other,0.06,05/07/2004
0.38868493,0.2007201,lightning,0.3,06/07/2004
0.43197026,0.52437505,lightning,0.26,06/07/2004
-0.72522524,-0.3756251,intentional,0.05,07/07/2004
